,edge,edge_text,variables,variables_text
234,(shun/Pd.so.|f-----/en europeans/Cp.p/en militarization/Cc.s/en),Europeans shun militarization,"[{'PRED': ['shun/Pd.so.|f-----/en'], 'SOURCE': ['europeans/Cp.p/en'], 'TARGET': ['militarization/Cc.s/en']}]","[{'PRED': 'shun', 'SOURCE': 'Europeans', 'TARGET': 'Militarization'}]"
235,(slam/Pd.soxx.|f-----/en palestinians/Cp.p/en obama/Cp.s/en (for/T/en (causing/P.r.|pg----/en (+/B.mm/. syria/Cp.s/en bloodshed/Cc.s/en))) (prompting/Pd.ox.|pg----/en despair/Cc.s/en ((even/M/en from/T/en) supporters/Cc.p/en))),"Palestinians slam Obama for causing Syria bloodshed, prompting despair even from supporters","[{'PRED': ['slam/Pd.soxx.|f-----/en'], 'SOURCE': ['palestinians/Cp.p/en'], 'TARGET': ['obama/Cp.s/en'], 'TOPIC': [['causing/P.r.|pg----/en'], [['+/B.mm/.'], ['syria/Cp.s/en'], ['bloodshed/Cc.s/en']]]}]","[{'PRED': 'slam', 'SOURCE': 'Palestinians', 'TARGET': 'Obama', 'TOPIC': 'causing Syria bloodshed'}]"
236,(slammed/Pd.so.<f-----/en garcia/Cp.s/en fifa/Cp.s/en),Garcia slammed FIFA,"[{'PRED': ['slammed/Pd.so.<f-----/en'], 'SOURCE': ['garcia/Cp.s/en'], 'TARGET': ['fifa/Cp.s/en']}]","[{'PRED': 'slammed', 'SOURCE': 'Garcia', 'TARGET': 'Fifa'}]"
237,(slams/P.sox.|f--3s-/en un/Cp.s/en vatican/Cp.s/en (for/T/en ((up/Ml/en (to/Mi/en cover/P.o.-i-----/en)) efforts/Cc.p/en))),UN slams Vatican for 'efforts to cover up,"[{'PRED': ['slams/P.sox.|f--3s-/en'], 'SOURCE': ['un/Cp.s/en'], 'TARGET': ['vatican/Cp.s/en'], 'TOPIC': [[['up/Ml/en'], [['to/Mi/en'], ['cover/P.o.-i-----/en']]], ['efforts/Cc.p/en']]}]","[{'PRED': 'slams', 'SOURCE': 'UN', 'TARGET': 'Vatican', 'TOPIC': 'efforts to cover up'}]"
238,(slams/Pd.rsox.|f--3s-/en (beheaded/P.?.<pf----/en (crucified/Pd.?.<pf----/en (buried/Pd.o.<pf----/en alive/Ca/en))) un/Cp.s/en isis/Cp.s/en (for/T/en (killing/P.o.|pg----/en (iraqi/Ma/en children/Cc.p/en)))),"Beheaded, crucified, buried alive’: UN slams ISIS for killing Iraqi children","[{'PRED': ['slams/Pd.rsox.|f--3s-/en'], 'SOURCE': ['un/Cp.s/en'], 'TARGET': ['isis/Cp.s/en'], 'TOPIC': [['killing/P.o.|pg----/en'], [['iraqi/Ma/en'], ['children/Cc.p/en']]]}]","[{'PRED': 'slams', 'SOURCE': 'UN', 'TARGET': 'ISIS', 'TOPIC': 'killing Iraqi children'}]"
239,(slams/Pd.so.|f--3s-/en china/Cp.s/en india/Cp.s/en),China slams India,"[{'PRED': ['slams/Pd.so.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'slams', 'SOURCE': 'China', 'TARGET': 'India'}]"
240,(slams/Pd.so.|f--3s-/en israel/Cp.s/en turkey/Cp.s/en),Israel slams Turkey,"[{'PRED': ['slams/Pd.so.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['turkey/Cp.s/en']}]","[{'PRED': 'slams', 'SOURCE': 'Israel', 'TARGET': 'Turkey'}]"
241,(slams/Pd.so.|f--3s-/en nona/Cp.s/en philippines/Cp.s/en),Nona slams Philippines,"[{'PRED': ['slams/Pd.so.|f--3s-/en'], 'SOURCE': ['nona/Cp.s/en'], 'TARGET': ['philippines/Cp.s/en']}]","[{'PRED': 'slams', 'SOURCE': 'Nona', 'TARGET': 'Philippines'}]"
242,(slams/Pd.soo.|f--3s-/en egypt/Cp.s/en israel/Cp.s/en plan/Cc.s/en),Egypt slams Israel plan,"[{'PRED': ['slams/Pd.soo.|f--3s-/en'], 'SOURCE': ['egypt/Cp.s/en'], 'TARGET': ['israel/Cp.s/en']}]","[{'PRED': 'slams', 'SOURCE': 'Egypt', 'TARGET': 'Israel'}]"
243,(slams/Pd.soo.|f--3s-/en israel/Cp.s/en russia/Cp.s/en decision/Cc.s/en),Israel slams Russia decision,"[{'PRED': ['slams/Pd.soo.|f--3s-/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'slams', 'SOURCE': 'Israel', 'TARGET': 'Russia'}]"
244,(slams/Pd.soo.|f--3s-/en syria/Cp.s/en israel/Cp.s/en (for/Br.ma/en support/Cc.s/en isil/Cp.s/en)),Syria slams Israel support for ISIL,"[{'PRED': ['slams/Pd.soo.|f--3s-/en'], 'SOURCE': ['syria/Cp.s/en'], 'TARGET': ['israel/Cp.s/en']}]","[{'PRED': 'slams', 'SOURCE': 'Syria', 'TARGET': 'Israel'}]"
245,(slams/Pd.sox.|f--3s-/en hezbollah/Cp.s/en hamas/Cp.s/en (for/T/en (accepting/P.ox.|pg----/en (palestinian/Ma/en state/Cc.s/en) (in/T/en (67/M#/en lines/Cc.p/en))))),Hezbollah slams Hamas for accepting Palestinian state in 67 lines,"[{'PRED': ['slams/Pd.sox.|f--3s-/en'], 'SOURCE': ['hezbollah/Cp.s/en'], 'TARGET': ['hamas/Cp.s/en'], 'TOPIC': [['accepting/P.ox.|pg----/en'], [['palestinian/Ma/en'], ['state/Cc.s/en']], [['in/T/en'], [['67/M#/en'], ['lines/Cc.p/en']]]]}]","[{'PRED': 'slams', 'SOURCE': 'Hezbollah', 'TARGET': 'Hamas', 'TOPIC': 'accepting Palestinian state in 67 lines'}]"
246,(slams/Pd.sox.|f--3s-/en russia/Cp.s/en germany/Cp.s/en (for/T/en (halting/P.o.|pg----/en (+/B.am/. arms/Cc.p/en deal/Cc.s/en)))),Russia slams Germany for halting arms deal,"[{'PRED': ['slams/Pd.sox.|f--3s-/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['germany/Cp.s/en'], 'TOPIC': [['halting/P.o.|pg----/en'], [['+/B.am/.'], ['arms/Cc.p/en'], ['deal/Cc.s/en']]]}]","[{'PRED': 'slams', 'SOURCE': 'Russia', 'TARGET': 'Germany', 'TOPIC': 'halting arms deal'}]"
247,(stuns/Pd.sox.|f--3s-/en japan/Cp.s/en world/Cc.s/en (by/T/en (announcing/P.r.|pg----/en ((will/Mm/en resume/P.srx.-i-----/en) it/Ci/en (whaling/P.x.|pg----/en (in/T/en (+/B.am/. antarctic/Cp.s/en ocean/Cp.s/en))) (despite/T/en ban/Cc.s/en))))),Japan stuns world by announcing it will resume whaling in Antarctic Ocean despite ban,"[{'PRED': ['stuns/Pd.sox.|f--3s-/en'], 'SOURCE': ['japan/Cp.s/en'], 'TARGET': ['world/Cc.s/en'], 'TOPIC': [['announcing/P.r.|pg----/en'], [[['will/Mm/en'], ['resume/P.srx.-i-----/en']], ['it/Ci/en'], [['whaling/P.x.|pg----/en'], [['in/T/en'], [['+/B.am/.'], ['antarctic/Cp.s/en'], ['ocean/Cp.s/en']]]], [['despite/T/en'], ['ban/Cc.s/en']]]]}]","[{'PRED': 'stuns', 'SOURCE': 'Japan', 'TARGET': 'world', 'TOPIC': 'announcing it will resume whaling in Antarctic Ocean despite ban'}]"
248,(tell/P.so.-i-----/en me/Ci/en you/Ci/en),me tell you,"[{'PRED': ['tell/P.so.-i-----/en'], 'SOURCE': ['me/Ci/en'], 'TARGET': ['you/Ci/en']}]","[{'PRED': 'tell', 'SOURCE': 'me', 'TARGET': 'you'}]"
249,(tell/Pd.s?orr.-i-----/en hezbollah/Cp.s/en (fighting/Pd.x.|pg----/en (for/T/en assad/Cp.s/en)) hamas/Cp.s/en (training/P.o.|pg----/en rebels/Cc.p/en) ((to/Mi/en leave/P.o.-i-----/en) syria/Cp.s/en)),"Hezbollah, fighting for Assad tell Hamas, training rebels, to leave Syria","[{'PRED': ['tell/Pd.s?orr.-i-----/en'], 'SOURCE': ['hezbollah/Cp.s/en'], 'TARGET': ['hamas/Cp.s/en']}]","[{'PRED': 'tell', 'SOURCE': 'Hezbollah', 'TARGET': 'Hamas'}]"
250,(tell/Pd.so.|f-----/en swiss/Cp.p/en eu/Cp.s/en),Swiss tell EU,"[{'PRED': ['tell/Pd.so.|f-----/en'], 'SOURCE': ['swiss/Cp.p/en'], 'TARGET': ['eu/Cp.s/en']}]","[{'PRED': 'tell', 'SOURCE': 'Swiss', 'TARGET': 'EU'}]"
251,(tell/Pd.sor.|f-----/en mps/Cc.p/en bbc/Cp.s/en ((to/Mi/en stand/P.ox.-i-----/en) firm/Cc.s/en (after/T/en (attack/Pd.so.|f-----/en (pro/Ma/en (-/Ma/en (brexit/Ma/en tories/Cp.p/en))) (their/Mp/en (gloomy/Ma/en coverage/Cc.s/en)))))),MPs tell BBC to 'stand firm' after pro-Brexit Tories attack their 'gloomy' coverage,"[{'PRED': ['tell/Pd.sor.|f-----/en'], 'SOURCE': ['mps/Cc.p/en'], 'TARGET': ['bbc/Cp.s/en']}]","[{'PRED': 'tell', 'SOURCE': 'MPs', 'TARGET': 'BBC'}]"
252,(tell/Pd.sor.|f-----/en muslims/Cp.p/en isis/Cp.s/en (('d/Mm/en (rather/M/en see/P.sox.-i-----/en)) they/Ci/en (+/B.am/. star/Cp.s/en wars/Cp.s/en) (in/Br.ma/en (+/B.mm/. than/C/en fight/Cc.s/en) syria/Cp.s/en))),Muslims tell ISIS they'd rather see Star Wars than fight in Syria,"[{'PRED': ['tell/Pd.sor.|f-----/en'], 'SOURCE': ['muslims/Cp.p/en'], 'TARGET': ['isis/Cp.s/en']}]","[{'PRED': 'tell', 'SOURCE': 'Muslims', 'TARGET': 'ISIS'}]"
253,(tell/Pd.sor.|f-----/en swedes/Cc.p/en racists/Cc.p/en ((not/Mn/en are/P.sc.|f-----/en) we/Ci/en (your/Mp/en women/Cc.p/en))),"Swedes tell ""racists"": 'We are not your women","[{'PRED': ['tell/Pd.sor.|f-----/en'], 'SOURCE': ['swedes/Cc.p/en'], 'TARGET': ['racists/Cc.p/en']}]","[{'PRED': 'tell', 'SOURCE': 'Swedes', 'TARGET': 'racists'}]"
254,(tell/Pd.sor.|f-----/en swiss/Ca/en eu/Cp.s/en (+/B.mm/. (off/Ml/en hands/Cc.p/en) ('/Bp.am/en veterans/Cc.p/en (+/B.am/. assault/Cc.s/en rifles/Cc.p/en)))),Swiss tell EU: Hands off veterans' assault rifles,"[{'PRED': ['tell/Pd.sor.|f-----/en'], 'SOURCE': ['swiss/Ca/en'], 'TARGET': ['eu/Cp.s/en']}]","[{'PRED': 'tell', 'SOURCE': 'Swiss', 'TARGET': 'EU'}]"
255,(threaten/Pd.so.|f-----/en you/Ci/en america/Cp.s/en),You Threaten America,"[{'PRED': ['threaten/Pd.so.|f-----/en'], 'SOURCE': ['you/Ci/en'], 'TARGET': ['america/Cp.s/en']}]","[{'PRED': 'threaten', 'SOURCE': 'you', 'TARGET': 'America'}]"
256,(threatened/P.so.<f-----/en kerry/Cp.s/en israel/Cp.s/en),Kerry threatened Israel,"[{'PRED': ['threatened/P.so.<f-----/en'], 'SOURCE': ['kerry/Cp.s/en'], 'TARGET': ['israel/Cp.s/en']}]","[{'PRED': 'threatened', 'SOURCE': 'Kerry', 'TARGET': 'Israel'}]"
257,(threatened/Pd.so.<f-----/en russia/Cp.s/en countries/Cc.p/en),Russia threatened countries,"[{'PRED': ['threatened/Pd.so.<f-----/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['countries/Cc.p/en']}]","[{'PRED': 'Threatened', 'SOURCE': 'Russia', 'TARGET': 'Countries'}]"
258,(threatened/Pd.xsox.<f-----/en duterte/Cp.s/en china/Cp.s/en war/Cc.s/en (if/T/en (insisted/Pd.sx.<f-----/en (the/Md/en philippines/Cp.s/en) (on/T/en (pressing/P.o.|pg----/en (in/Br.ma/en (its/Mp/en claims/Cc.p/en) (the/Md/en (+/B.am/. (+/B.am/. south/Cp.s/en china/Cp.s/en) sea/Cp.s/en)))))))),Duterte: China threatened war if the Philippines insisted on pressing its claims in the South China Sea,"[{'PRED': ['threatened/Pd.xsox.<f-----/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['war/Cc.s/en'], 'TOPIC': [['insisted/Pd.sx.<f-----/en'], [['the/Md/en'], ['philippines/Cp.s/en']], [['on/T/en'], [['pressing/P.o.|pg----/en'], [['in/Br.ma/en'], [['its/Mp/en'], ['claims/Cc.p/en']], [['the/Md/en'], [['+/B.am/.'], [['+/B.am/.'], ['south/Cp.s/en'], ['china/Cp.s/en']], ['sea/Cp.s/en']]]]]]]}]","[{'PRED': 'threatened', 'SOURCE': 'China', 'TARGET': 'war', 'TOPIC': 'the Philippines insisted on pressing its claims in the South China Sea'}]"
259,(urge/P.sor.|f-----/en americans/Cp.p/en washington/Cp.s/en ((to/Mi/en help/P.r.-i-----/en) (flee/P.o.-i-----/en (+/B.am/. yemen/Cp.s/en war/Cc.s/en)))),Americans urge Washington to help flee Yemen war,"[{'PRED': ['urge/P.sor.|f-----/en'], 'SOURCE': ['americans/Cp.p/en'], 'TARGET': ['washington/Cp.s/en']}]","[{'PRED': 'urge', 'SOURCE': 'Americans', 'TARGET': 'Washington'}]"
260,(urge/Pd.sor.|f-----/en arabs/Cp.p/en un/Cp.s/en ((to/Mi/en take/P.so.-i-----/en) world/Cc.s/en (on/Br.ma/en (+/B.am/. deterrent/Cm/en steps/Cc.p/en) syria/Cp.s/en))),"Arabs urge UN, world to take 'deterrent' steps on Syria","[{'PRED': ['urge/Pd.sor.|f-----/en'], 'SOURCE': ['arabs/Cp.p/en'], 'TARGET': ['un/Cp.s/en']}]","[{'PRED': 'urge', 'SOURCE': 'Arabs', 'TARGET': 'UN'}]"
261,(urge/Pd.sor.|f-----/en countries/Cc.p/en un/Cp.s/en ((to/Mi/en send/P.ox.-i-----/en) syria/Cp.s/en (to/T/en icc/Cp.s/en))),Countries urge UN to send Syria to ICC,"[{'PRED': ['urge/Pd.sor.|f-----/en'], 'SOURCE': ['countries/Cc.p/en'], 'TARGET': ['un/Cp.s/en']}]","[{'PRED': 'urge', 'SOURCE': 'Countries', 'TARGET': 'UN'}]"
262,(urge/Pd.sor.|f-----/en mps/Cc.p/en uk/Cp.s/en ((to/Mi/en accept/P.ox.-i-----/en) (+/B.am/. jungle/Cm/en (+/B.am/. camp/Cc.s/en minors/Cc.p/en)) (as/T/en (sleep/Pd.sx.|f-----/en thousands/Cc.p/en (on/T/en (+/B.am/. paris/Cp.s/en streets/Cc.p/en)))))),MPs urge UK to accept 'Jungle' camp minors as thousands sleep on Paris streets,"[{'PRED': ['urge/Pd.sor.|f-----/en'], 'SOURCE': ['mps/Cc.p/en'], 'TARGET': ['uk/Cp.s/en']}]","[{'PRED': 'urge', 'SOURCE': 'MPs', 'TARGET': 'UK'}]"
263,(urge/Pd.sor.|f-----/en palestinians/Cp.p/en un/Cp.s/en ((to/Mi/en adopt/P.o.-i-----/en) (against/Br.ma/en resolution/Cc.s/en settlements/Cc.p/en))),Palestinians urge UN to adopt resolution against settlements,"[{'PRED': ['urge/Pd.sor.|f-----/en'], 'SOURCE': ['palestinians/Cp.p/en'], 'TARGET': ['un/Cp.s/en']}]","[{'PRED': 'urge', 'SOURCE': 'Palestinians', 'TARGET': 'UN'}]"
264,(warn/Pd.sor.|f-----/en europeans/Cc.p/en washington/Cp.s/en ((will/Mm/en backfire/P.?.-i-----/en) (arming/Pd.o.|pg----/en kiev/Cp.s/en))),Europeans warn Washington: arming Kiev will backfire,"[{'PRED': ['warn/Pd.sor.|f-----/en'], 'SOURCE': ['europeans/Cc.p/en'], 'TARGET': ['washington/Cp.s/en']}]","[{'PRED': 'warn', 'SOURCE': 'Europeans', 'TARGET': 'Washington'}]"
265,(warn/Pd.sor.|f-----/en kashmiris/Cp.s/en india/Cp.s/en ((is/Mv.|f--3s-/en turning/P.sox.|pg----/en) (its/Mp/en crackdown/Cc.s/en) some/Cd/en (to/T/en militancy/Cc.s/en))),Kashmiris warn India its crackdown is turning some to militancy,"[{'PRED': ['warn/Pd.sor.|f-----/en'], 'SOURCE': ['kashmiris/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'warn', 'SOURCE': 'Kashmiris', 'TARGET': 'India'}]"
266,(warned/Pd.sor.<f-----/en china/Cp.s/en japan/Cp.s/en ((to/Mi/en stay/P.xx.-i-----/en) (out/T/en (of/Mt/en (with/Br.ma/en (a/Md/en (growing/Mv.|pg----/en dispute/Cc.s/en)) (over/Br.ma/en (its/Mp/en neighbours/Cc.p/en) (the/Md/en (+/B.am/. (+/B.am/. south/Cp.s/en china/Cp.s/en) sea/Cp.s/en)))))) (as/T/en ((implicitly/M/en accused/Pd.sox.<f-----/en) (the/Md/en philippines/Cp.s/en) beijing/Cp.s/en (of/T/en (delaying/P.o?.|pg----/en talks/Cc.p/en (aimed/P.x.<pf----/en (at/T/en (a/Md/en solution/Cc.s/en))))))))),"China warned Japan to stay out of a growing dispute with its neighbours over the South China Sea, as the Philippines implicitly accused Beijing of delaying talks aimed at a solution","[{'PRED': ['warned/Pd.sor.<f-----/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['japan/Cp.s/en']}]","[{'PRED': 'warned', 'SOURCE': 'China', 'TARGET': 'Japan'}]"
267,(warned/Pd.sor.<f-----/en gaddafi/Cp.s/en blair/Cp.s/en ((would/Mm/en open/P.sox.-i-----/en) (his/Mp/en ousting/Cc.s/en) door/Cc.s/en (to/T/en jihadis/Cc.p/en))),Gaddafi warned Blair his ousting would 'open door' to jihadis,"[{'PRED': ['warned/Pd.sor.<f-----/en'], 'SOURCE': ['gaddafi/Cp.s/en'], 'TARGET': ['blair/Cp.s/en']}]","[{'PRED': 'warned', 'SOURCE': 'Gaddafi', 'TARGET': 'Blair'}]"
268,(warned/Pd.sor.<f-----/en obama/Cp.s/en cameron/Cp.s/en ((could/Mm/en destroy/P.so.-i-----/en) he/Ci/en (the/Md/en (special/Ma/en relationship/Cc.s/en)))),Obama warned Cameron he could destroy the 'special relationship,"[{'PRED': ['warned/Pd.sor.<f-----/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['cameron/Cp.s/en']}]","[{'PRED': 'warned', 'SOURCE': 'Obama', 'TARGET': 'Cameron'}]"
269,(warned/Pd.sor.<f-----/en obama/Cp.s/en india/Cp.s/en ((not/Mn/en (to/Mi/en stray/P.xx.-i-----/en)) (from/T/en (its/Mp/en (constitutional/Ma/en commitment/Cc.s/en))) ((to/Mi/en allow/Pd.r.-i-----/en) ((to/Mi/en (freely/M/en profess/P.s?.-i-----/en)) people/Cc.p/en ((and/J/en practice/P!.?.-i-----/en propagate/Pd..-i-----/en) religion/Cc.s/en))))),"Obama warned India not to stray from its constitutional commitment to allow people to freely ""profess, practice and propagate"" religion","[{'PRED': ['warned/Pd.sor.<f-----/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'warned', 'SOURCE': 'Obama', 'TARGET': 'India'}]"
270,(warned/Pd.sor.<f-----/en washington/Cp.s/en beijing/Cp.s/en ((militarily/M/en (would/Mm/en back/P.so.-i-----/en)) it/Ci/en japan/Cp.s/en)),Washington warned Beijing it would back Japan militarily,"[{'PRED': ['warned/Pd.sor.<f-----/en'], 'SOURCE': ['washington/Cp.s/en'], 'TARGET': ['beijing/Cp.s/en']}]","[{'PRED': 'warned', 'SOURCE': 'Washington', 'TARGET': 'Beijing'}]"
271,(warned/Pd.soxxx.<f-----/en fbi/Cp.s/en dutch/Cp.s/en (about/T/en (+/B.am/. (+/B.am/. el/Cp.s/en bakraoui/Cp.s/en) brothers/Cc.p/en)) week/Cc.s/en (before/T/en (attacks/Pd.s.|f--3s-/en brussels/Cp.s/en))),FBI warned Dutch about El Bakraoui brothers week before Brussels attacks,"[{'PRED': ['warned/Pd.soxxx.<f-----/en'], 'SOURCE': ['fbi/Cp.s/en'], 'TARGET': ['dutch/Cp.s/en'], 'TOPIC': [['attacks/Pd.s.|f--3s-/en'], ['brussels/Cp.s/en']]}]","[{'PRED': 'warned', 'SOURCE': 'FBI', 'TARGET': 'Dutch', 'TOPIC': 'Brussels attacks'}]"
272,(warned/Pd.sxox.<f-----/en germany/Cp.s/en (on/Tt/en monday/Cp.s/en) turkey/Cp.s/en (against/T/en ((further/Ma/en distancing/P.oxx.|pg----/en) itself/Ci/en (from/T/en europe/Cp.s/en) (by/T/en (reinstating/P.ox.|pg----/en (the/Md/en (+/B.am/. death/Cc.s/en penalty/Cc.s/en)) (after/T/en (a/Md/en (disputed/Ma/en referendum/Cc.s/en)))))))),Germany on Monday warned Turkey against further distancing itself from Europe by reinstating the death penalty after a disputed referendum,"[{'PRED': ['warned/Pd.sxox.<f-----/en'], 'SOURCE': ['germany/Cp.s/en'], 'TARGET': ['turkey/Cp.s/en'], 'TOPIC': [[['further/Ma/en'], ['distancing/P.oxx.|pg----/en']], ['itself/Ci/en'], [['from/T/en'], ['europe/Cp.s/en']], [['by/T/en'], [['reinstating/P.ox.|pg----/en'], [['the/Md/en'], [['+/B.am/.'], ['death/Cc.s/en'], ['penalty/Cc.s/en']]], [['after/T/en'], [['a/Md/en'], [['disputed/Ma/en'], ['referendum/Cc.s/en']]]]]]]}]","[{'PRED': 'warned', 'SOURCE': 'Germany', 'TARGET': 'Turkey', 'TOPIC': 'further distancing itself from Europe by reinstating the death penalty after a disputed referendum'}]"
273,(warned/Pd.xsoxx.<f-----/en (in/T/en (an/Md/en (ominous/Ma/en turn/Cc.s/en))) syria/Cp.s/en lebanon/Cp.s/en today/Cc.s/en (against/T/en (continuing/P.r.|pg----/en ((to/Mi/en provide/P.o.-i-----/en) (+/B.mm/. refuge/Cc.s/en (for/Jr.ma/en rebels/Cc.p/en (battling/P.o.|pg----/en (the/Md/en (+/B.am/. assad/Cp.s/en regime/Cc.s/en))))))))),"In an ominous turn, Syria warned Lebanon today against continuing to provide refuge for rebels battling the Assad regime","[{'PRED': ['warned/Pd.xsoxx.<f-----/en'], 'SOURCE': ['syria/Cp.s/en'], 'TARGET': ['lebanon/Cp.s/en'], 'TOPIC': [['continuing/P.r.|pg----/en'], [[['to/Mi/en'], ['provide/P.o.-i-----/en']], [['+/B.mm/.'], ['refuge/Cc.s/en'], [['for/Jr.ma/en'], ['rebels/Cc.p/en'], [['battling/P.o.|pg----/en'], [['the/Md/en'], [['+/B.am/.'], ['assad/Cp.s/en'], ['regime/Cc.s/en']]]]]]]]}]","[{'PRED': 'warned', 'SOURCE': 'Syria', 'TARGET': 'Lebanon', 'TOPIC': 'continuing to provide refuge for rebels battling the Assad regime'}]"
274,(warns/P.so.-------/en israel/Cp.s/en russia/Cp.s/en),Israel Warns Russia,"[{'PRED': ['warns/P.so.-------/en'], 'SOURCE': ['israel/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'Warns', 'SOURCE': 'Israel', 'TARGET': 'Russia'}]"
275,(warns/P.so.-------/en obama/Cp.s/en isis/Cp.s/en),Obama Warns ISIS,"[{'PRED': ['warns/P.so.-------/en'], 'SOURCE': ['obama/Cp.s/en'], 'TARGET': ['isis/Cp.s/en']}]","[{'PRED': 'Warns', 'SOURCE': 'Obama', 'TARGET': 'ISIS'}]"
276,(warns/P.so.-------/en russia/Cp.s/en nato/Cp.s/en),Russia Warns NATO,"[{'PRED': ['warns/P.so.-------/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['nato/Cp.s/en']}]","[{'PRED': 'Warns', 'SOURCE': 'Russia', 'TARGET': 'NATO'}]"
277,(warns/P.so.-------/en turkey/Cp.s/en russia/Cp.s/en),Turkey Warns Russia,"[{'PRED': ['warns/P.so.-------/en'], 'SOURCE': ['turkey/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'Warns', 'SOURCE': 'Turkey', 'TARGET': 'Russia'}]"
278,(warns/P.sor.|f--3s-/en france/Cp.s/en russia/Cp.s/en ((could/Mm/en cancel/P.so.-i-----/en) it/Ci/en (+/B.am/. warships/Cc.p/en deal/Cc.s/en))),France warns Russia it could cancel warships deal,"[{'PRED': ['warns/P.sor.|f--3s-/en'], 'SOURCE': ['france/Cp.s/en'], 'TARGET': ['russia/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'France', 'TARGET': 'Russia'}]"
279,(warns/P.sox.-------/en russia/Cp.s/en poland/Cp.s/en (after/T/en ((down/M/en pulled/Pd.s.<f-----/en) (+/B.am/. wwii/Cp.s/en monument/Cp.s/en)))),Russia Warns Poland After WWII Monument Pulled Down,"[{'PRED': ['warns/P.sox.-------/en'], 'SOURCE': ['russia/Cp.s/en'], 'TARGET': ['poland/Cp.s/en'], 'TOPIC': [[['down/M/en'], ['pulled/Pd.s.<f-----/en']], [['+/B.am/.'], ['wwii/Cp.s/en'], ['monument/Cp.s/en']]]}]","[{'PRED': 'Warns', 'SOURCE': 'Russia', 'TARGET': 'Poland', 'TOPIC': 'WWII Monument Pulled Down'}]"
280,(warns/Pd.rso.|f--3s-/en (says/P.sr.|f--3s-/en (+/B.am/. white/Cp.s/en house/Cp.s/en) (retains/P.so.|f--3s-/en it/Ci/en (to/Br.ma/en right/Cc.s/en (in/Br.ma/en (+/B.am/. self/Cc.s/en defence/Cc.s/en) syria/Cp.s/en)))) moscow/Cp.s/en washington/Cp.s/en),White House says it retains right to self-defence in Syria; Moscow warns Washington,"[{'PRED': ['warns/Pd.rso.|f--3s-/en'], 'SOURCE': ['moscow/Cp.s/en'], 'TARGET': ['washington/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Moscow', 'TARGET': 'Washington'}]"
281,(warns/Pd.rsor.|f--3s-/en (are/P.sxx.|f-----/en (+/B.am/. roma/Cp.s/en people/Cc.p/en) (like/T/en (all/Md/en (+/B.am/. eu/Cp.s/en citizens/Cc.p/en))) (so/T/en ((can/Mm/en live/Pd.sr.-i-----/en) they/Ci/en ((where/M/en want/P.s.|f-----/en) they/Ci/en)))) europe/Cp.s/en france/Cp.s/en ((to/Mi/en stop/P.r.-i-----/en) (kicking/P.ox.|pg----/en roma/Cp.s/en (out/T/en (of/Mt/en (the/Md/en country/Cc.s/en)))))),"Roma people are like all EU citizens so they can live where they want,"" Europe warns France to stop kicking Roma out of the country","[{'PRED': ['warns/Pd.rsor.|f--3s-/en'], 'SOURCE': ['europe/Cp.s/en'], 'TARGET': ['france/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'Europe', 'TARGET': 'France'}]"
282,(warns/Pd.rsor.|f--3s-/en (avoid/P.ox.-i-----/en disruption/Cc.s/en (in/T/en ties/Cc.p/en)) china/Cp.s/en india/Cp.s/en ((over/M/en invite/P.x.-i-----/en) (to/T/en (+/B.am/. dalai/Cp.s/en lama/Cp.s/en)))),Avoid 'disruption' in ties: China warns India over invite to Dalai Lama,"[{'PRED': ['warns/Pd.rsor.|f--3s-/en'], 'SOURCE': ['china/Cp.s/en'], 'TARGET': ['india/Cp.s/en']}]","[{'PRED': 'warns', 'SOURCE': 'China', 'TARGET': 'India'}]"
